ID,Prob1
0, 0.41
1, 0.17
2, 0.39
3, 0.16
4, 0.14
5, 0.14
6, 0.22
7, 0.72
8, 0.65
9, 0.15
10, 0.42
11, 0.19
12, 0.47
13, 0.63
14, 0.33
15, 0.13
16, 0.24
17, 0.23
18, 0.21
19, 0.29
20, 0.32
21, 0.14
22, 0.32
23, 0.42
24, 0.15
25, 0.29
26, 0.32
27, 0.19
28, 0.21
29, 0.68
30, 0.14
31, 0.15
32, 0.21
33, 0.27
34, 0.37
35, 0.46
36, 0.15
37, 0.52
38, 0.39
39, 0.40
40, 0.30
41, 0.14
42, 0.38
43, 0.39
44, 0.52
45, 0.22
46, 0.24
47, 0.56
48, 0.46
49, 0.48
50, 0.54
51, 0.17
52, 0.34
53, 0.19
54, 0.49
55, 0.14
56, 0.60
57, 0.18
58, 0.15
59, 0.18
60, 0.26
61, 0.26
62, 0.16
63, 0.16
64, 0.13
65, 0.20
66, 0.59
67, 0.14
68, 0.24
69, 0.18
70, 0.72
71, 0.66
72, 0.34
73, 0.20
74, 0.17
75, 0.56
76, 0.11
77, 0.55
78, 0.22
79, 0.27
80, 0.33
81, 0.18
82, 0.15
83, 0.13
84, 0.21
85, 0.18
86, 0.35
87, 0.17
88, 0.14
89, 0.48
90, 0.13
91, 0.26
92, 0.34
93, 0.41
94, 0.18
95, 0.22
96, 0.37
97, 0.13
98, 0.15
99, 0.33
100, 0.12
101, 0.46
102, 0.46
103, 0.21
104, 0.21
105, 0.29
106, 0.28
107, 0.45
108, 0.32
109, 0.21
110, 0.38
111, 0.44
112, 0.16
113, 0.23
114, 0.32
115, 0.10
116, 0.12
117, 0.13
118, 0.22
119, 0.34
120, 0.17
121, 0.21
122, 0.69
123, 0.42
124, 0.19
125, 0.29
126, 0.44
127, 0.16
128, 0.22
129, 0.14
130, 0.31
131, 0.56
132, 0.19
133, 0.46
134, 0.18
135, 0.39
136, 0.18
137, 0.10
138, 0.40
139, 0.08
140, 0.30
141, 0.43
142, 0.54
143, 0.18
144, 0.30
145, 0.19
146, 0.39
147, 0.15
148, 0.21
149, 0.37
150, 0.67
151, 0.21
152, 0.59
153, 0.16
154, 0.70
155, 0.13
156, 0.40
157, 0.14
158, 0.16
159, 0.20
160, 0.38
161, 0.10
162, 0.12
163, 0.17
164, 0.10
165, 0.40
166, 0.16
167, 0.31
168, 0.10
169, 0.18
170, 0.14
171, 0.60
172, 0.14
173, 0.51
174, 0.32
175, 0.25
176, 0.22
177, 0.23
178, 0.59
179, 0.13
180, 0.39
181, 0.66
182, 0.15
183, 0.36
184, 0.62
185, 0.37
186, 0.45
187, 0.65
188, 0.19
189, 0.21
190, 0.83
191, 0.18
192, 0.52
193, 0.12
194, 0.24
195, 0.48
196, 0.10
197, 0.16
198, 0.40
199, 0.11
200, 0.14
201, 0.17
202, 0.66
203, 0.14
204, 0.35
205, 0.20
206, 0.15
207, 0.28
208, 0.20
209, 0.66
210, 0.37
211, 0.27
212, 0.45
213, 0.47
214, 0.44
215, 0.12
216, 0.49
217, 0.17
218, 0.16
219, 0.44
220, 0.24
221, 0.21
222, 0.12
223, 0.59
224, 0.51
225, 0.17
226, 0.35
227, 0.40
228, 0.44
229, 0.13
230, 0.21
231, 0.56
232, 0.30
233, 0.13
234, 0.22
235, 0.31
236, 0.21
237, 0.29
238, 0.52
239, 0.45
240, 0.24
241, 0.18
242, 0.18
243, 0.17
244, 0.22
245, 0.23
246, 0.16
247, 0.66
248, 0.47
249, 0.17
250, 0.75
251, 0.22
252, 0.09
253, 0.12
254, 0.38
255, 0.13
256, 0.44
257, 0.16
258, 0.79
259, 0.17
260, 0.62
261, 0.41
262, 0.25
263, 0.13
264, 0.18
265, 0.19
266, 0.14
267, 0.40
268, 0.27
269, 0.23
270, 0.10
271, 0.09
272, 0.18
273, 0.25
274, 0.46
275, 0.28
276, 0.71
277, 0.76
278, 0.22
279, 0.19
280, 0.72
281, 0.15
282, 0.14
283, 0.24
284, 0.14
285, 0.43
286, 0.59
287, 0.24
288, 0.17
289, 0.38
290, 0.19
291, 0.21
292, 0.24
293, 0.43
294, 0.14
295, 0.12
296, 0.39
297, 0.11
298, 0.21
299, 0.67
300, 0.20
301, 0.26
302, 0.41
303, 0.45
304, 0.20
305, 0.39
306, 0.27
307, 0.28
308, 0.13
309, 0.58
310, 0.43
311, 0.21
312, 0.28
313, 0.14
314, 0.72
315, 0.35
316, 0.07
317, 0.56
318, 0.37
319, 0.24
320, 0.30
321, 0.31
322, 0.34
323, 0.49
324, 0.20
325, 0.30
326, 0.43
327, 0.33
328, 0.38
329, 0.14
330, 0.15
331, 0.32
332, 0.25
333, 0.38
334, 0.62
335, 0.12
336, 0.54
337, 0.73
338, 0.30
339, 0.22
340, 0.42
341, 0.23
342, 0.09
343, 0.11
344, 0.36
345, 0.35
346, 0.58
347, 0.06
348, 0.11
349, 0.46
350, 0.13
351, 0.41
352, 0.20
353, 0.45
354, 0.37
355, 0.22
356, 0.13
357, 0.38
358, 0.34
359, 0.25
360, 0.14
361, 0.13
362, 0.28
363, 0.48
364, 0.28
365, 0.70
366, 0.20
367, 0.45
368, 0.23
369, 0.57
370, 0.16
371, 0.17
372, 0.28
373, 0.25
374, 0.48
375, 0.16
376, 0.50
377, 0.18
378, 0.47
379, 0.22
380, 0.44
381, 0.18
382, 0.25
383, 0.72
384, 0.44
385, 0.36
386, 0.21
387, 0.31
388, 0.32
389, 0.25
390, 0.13
391, 0.25
392, 0.57
393, 0.23
394, 0.25
395, 0.27
396, 0.58
397, 0.16
398, 0.24
399, 0.84
400, 0.47
401, 0.35
402, 0.09
403, 0.13
404, 0.45
405, 0.13
406, 0.29
407, 0.27
408, 0.24
409, 0.27
410, 0.11
411, 0.41
412, 0.29
413, 0.23
414, 0.16
415, 0.21
416, 0.28
417, 0.19
418, 0.30
419, 0.46
420, 0.50
421, 0.21
422, 0.28
423, 0.25
424, 0.33
425, 0.37
426, 0.18
427, 0.42
428, 0.18
429, 0.08
430, 0.29
431, 0.49
432, 0.16
433, 0.20
434, 0.55
435, 0.27
436, 0.30
437, 0.46
438, 0.30
439, 0.19
440, 0.19
441, 0.18
442, 0.71
443, 0.22
444, 0.15
445, 0.19
446, 0.51
447, 0.13
448, 0.79
449, 0.28
450, 0.22
451, 0.69
452, 0.44
453, 0.45
454, 0.21
455, 0.15
456, 0.71
457, 0.28
458, 0.32
459, 0.17
460, 0.48
461, 0.14
462, 0.18
463, 0.20
464, 0.17
465, 0.11
466, 0.15
467, 0.30
468, 0.19
469, 0.20
470, 0.39
471, 0.24
472, 0.30
473, 0.33
474, 0.26
475, 0.28
476, 0.14
477, 0.19
478, 0.35
479, 0.25
480, 0.29
481, 0.24
482, 0.37
483, 0.52
484, 0.18
485, 0.75
486, 0.56
487, 0.52
488, 0.47
489, 0.41
490, 0.15
491, 0.32
492, 0.12
493, 0.17
494, 0.56
495, 0.20
496, 0.78
497, 0.60
498, 0.74
499, 0.49
500, 0.29
501, 0.22
502, 0.20
503, 0.17
504, 0.55
505, 0.14
506, 0.39
507, 0.10
508, 0.18
509, 0.36
510, 0.59
511, 0.20
512, 0.18
513, 0.08
514, 0.37
515, 0.46
516, 0.15
517, 0.46
518, 0.46
519, 0.75
520, 0.61
521, 0.25
522, 0.18
523, 0.46
524, 0.21
525, 0.51
526, 0.18
527, 0.41
528, 0.44
529, 0.17
530, 0.15
531, 0.44
532, 0.30
533, 0.30
534, 0.73
535, 0.49
536, 0.42
537, 0.17
538, 0.20
539, 0.36
540, 0.13
541, 0.10
542, 0.66
543, 0.25
544, 0.14
545, 0.49
546, 0.37
547, 0.18
548, 0.68
549, 0.12
550, 0.48
551, 0.26
552, 0.53
553, 0.16
554, 0.25
555, 0.14
556, 0.22
557, 0.16
558, 0.29
559, 0.21
560, 0.28
561, 0.32
562, 0.13
563, 0.19
564, 0.20
565, 0.45
566, 0.14
567, 0.37
568, 0.39
569, 0.35
570, 0.43
571, 0.14
572, 0.18
573, 0.36
574, 0.45
575, 0.27
576, 0.21
577, 0.61
578, 0.26
579, 0.23
580, 0.59
581, 0.18
582, 0.40
583, 0.49
584, 0.11
585, 0.16
586, 0.61
587, 0.34
588, 0.21
589, 0.74
590, 0.13
591, 0.14
592, 0.57
593, 0.34
594, 0.28
