ID,Prob1
0, 0.30
1, 0.30
2, 0.43
3, 0.25
4, 0.22
5, 0.32
6, 0.29
7, 0.73
8, 0.78
9, 0.19
10, 0.31
11, 0.29
12, 0.39
13, 0.56
14, 0.35
15, 0.26
16, 0.26
17, 0.17
18, 0.19
19, 0.43
20, 0.36
21, 0.24
22, 0.34
23, 0.30
24, 0.24
25, 0.40
26, 0.38
27, 0.21
28, 0.24
29, 0.77
30, 0.11
31, 0.27
32, 0.22
33, 0.30
34, 0.49
35, 0.45
36, 0.28
37, 0.45
38, 0.40
39, 0.50
40, 0.30
41, 0.16
42, 0.28
43, 0.38
44, 0.41
45, 0.36
46, 0.30
47, 0.60
48, 0.33
49, 0.36
50, 0.68
51, 0.23
52, 0.42
53, 0.26
54, 0.58
55, 0.15
56, 0.64
57, 0.22
58, 0.26
59, 0.23
60, 0.39
61, 0.50
62, 0.22
63, 0.18
64, 0.22
65, 0.26
66, 0.71
67, 0.18
68, 0.24
69, 0.21
70, 0.78
71, 0.86
72, 0.27
73, 0.26
74, 0.17
75, 0.50
76, 0.19
77, 0.41
78, 0.21
79, 0.34
80, 0.32
81, 0.21
82, 0.28
83, 0.26
84, 0.38
85, 0.23
86, 0.52
87, 0.29
88, 0.19
89, 0.47
90, 0.19
91, 0.25
92, 0.21
93, 0.57
94, 0.20
95, 0.25
96, 0.37
97, 0.15
98, 0.16
99, 0.62
100, 0.12
101, 0.51
102, 0.32
103, 0.25
104, 0.30
105, 0.26
106, 0.28
107, 0.26
108, 0.24
109, 0.35
110, 0.34
111, 0.27
112, 0.17
113, 0.27
114, 0.52
115, 0.11
116, 0.16
117, 0.29
118, 0.34
119, 0.28
120, 0.23
121, 0.42
122, 0.65
123, 0.47
124, 0.20
125, 0.44
126, 0.34
127, 0.35
128, 0.27
129, 0.17
130, 0.52
131, 0.49
132, 0.19
133, 0.31
134, 0.16
135, 0.34
136, 0.20
137, 0.12
138, 0.32
139, 0.10
140, 0.19
141, 0.33
142, 0.61
143, 0.21
144, 0.24
145, 0.22
146, 0.37
147, 0.24
148, 0.28
149, 0.47
150, 0.52
151, 0.24
152, 0.51
153, 0.26
154, 0.68
155, 0.25
156, 0.37
157, 0.24
158, 0.19
159, 0.31
160, 0.43
161, 0.19
162, 0.23
163, 0.24
164, 0.12
165, 0.41
166, 0.18
167, 0.32
168, 0.20
169, 0.17
170, 0.16
171, 0.38
172, 0.17
173, 0.59
174, 0.36
175, 0.26
176, 0.22
177, 0.26
178, 0.63
179, 0.14
180, 0.56
181, 0.68
182, 0.22
183, 0.20
184, 0.68
185, 0.23
186, 0.69
187, 0.75
188, 0.30
189, 0.26
190, 0.91
191, 0.29
192, 0.54
193, 0.22
194, 0.26
195, 0.34
196, 0.16
197, 0.31
198, 0.31
199, 0.20
200, 0.19
201, 0.23
202, 0.80
203, 0.18
204, 0.32
205, 0.19
206, 0.19
207, 0.31
208, 0.31
209, 0.67
210, 0.35
211, 0.41
212, 0.34
213, 0.45
214, 0.39
215, 0.20
216, 0.42
217, 0.21
218, 0.17
219, 0.37
220, 0.26
221, 0.39
222, 0.15
223, 0.49
224, 0.35
225, 0.22
226, 0.43
227, 0.34
228, 0.46
229, 0.18
230, 0.23
231, 0.63
232, 0.36
233, 0.26
234, 0.28
235, 0.40
236, 0.27
237, 0.35
238, 0.62
239, 0.35
240, 0.43
241, 0.19
242, 0.26
243, 0.16
244, 0.28
245, 0.23
246, 0.17
247, 0.63
248, 0.42
249, 0.20
250, 0.79
251, 0.28
252, 0.13
253, 0.21
254, 0.26
255, 0.14
256, 0.42
257, 0.21
258, 0.83
259, 0.23
260, 0.66
261, 0.29
262, 0.26
263, 0.15
264, 0.27
